,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.8524590163934426,0.02459016393442623,0.12295081967213115,0.0
Gold_B,0.15178571428571427,0.7767857142857143,0.07142857142857142,0.0
Gold_C,0.19375,0.0375,0.76875,0.0
Gold_D,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666
