,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.6885245901639344,0.18032786885245902,0.12295081967213115,0.00819672131147541
Gold_B,0.08035714285714286,0.8482142857142857,0.0625,0.008928571428571428
Gold_C,0.1125,0.10625,0.76875,0.0125
Gold_D,0.0,0.0,0.3333333333333333,0.6666666666666666
