,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.7131147540983607,0.04918032786885246,0.23770491803278687,0.0
Gold_B,0.125,0.7767857142857143,0.09821428571428571,0.0
Gold_C,0.03125,0.0375,0.925,0.00625
Gold_D,0.0,0.0,0.5,0.5
