,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.8524590163934426,0.02459016393442623,0.12295081967213115,0.0
Gold_B,0.08035714285714286,0.8571428571428571,0.0625,0.0
Gold_C,0.1625,0.05625,0.775,0.00625
Gold_D,0.0,0.0,0.16666666666666666,0.8333333333333334
