,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.8442622950819673,0.04918032786885246,0.10655737704918032,0.0
Gold_B,0.08035714285714286,0.8660714285714286,0.05357142857142857,0.0
Gold_C,0.0125,0.03125,0.95,0.00625
Gold_D,0.0,0.0,0.0,1.0
