,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.8688524590163934,0.04918032786885246,0.08196721311475409,0.0
Gold_B,0.08928571428571429,0.875,0.03571428571428571,0.0
Gold_C,0.00625,0.03125,0.9625,0.0
Gold_D,0.0,0.0,0.16666666666666666,0.8333333333333334
