,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.7622950819672131,0.05737704918032787,0.18032786885245902,0.0
Gold_B,0.14285714285714285,0.7678571428571429,0.08928571428571429,0.0
Gold_C,0.14375,0.0375,0.81875,0.0
Gold_D,0.0,0.0,0.3333333333333333,0.6666666666666666
