,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.8852459016393442,0.02459016393442623,0.09016393442622951,0.0
Gold_B,0.15178571428571427,0.7946428571428571,0.05357142857142857,0.0
Gold_C,0.08125,0.04375,0.875,0.0
Gold_D,0.0,0.0,0.3333333333333333,0.6666666666666666
