,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.819672131147541,0.03278688524590164,0.14754098360655737,0.0
Gold_B,0.23214285714285715,0.6696428571428571,0.09821428571428571,0.0
Gold_C,0.13125,0.05625,0.8125,0.0
Gold_D,0.16666666666666666,0.0,0.3333333333333333,0.5
