,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.7786885245901639,0.10655737704918032,0.11475409836065574,0.0
Gold_B,0.16964285714285715,0.75,0.08035714285714286,0.0
Gold_C,0.16875,0.1,0.73125,0.0
Gold_D,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666
