,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.6721311475409836,0.1557377049180328,0.1721311475409836,0.0
Gold_B,0.14285714285714285,0.7678571428571429,0.08928571428571429,0.0
Gold_C,0.0375,0.075,0.88125,0.00625
Gold_D,0.0,0.0,0.8333333333333334,0.16666666666666666
