,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.8360655737704918,0.06557377049180328,0.09836065573770492,0.0
Gold_B,0.125,0.7857142857142857,0.08928571428571429,0.0
Gold_C,0.0375,0.0875,0.8625,0.0125
Gold_D,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
