,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.8688524590163934,0.01639344262295082,0.11475409836065574,0.0
Gold_B,0.13392857142857142,0.8125,0.05357142857142857,0.0
Gold_C,0.04375,0.01875,0.9375,0.0
Gold_D,0.0,0.0,0.3333333333333333,0.6666666666666666
