,Pred_A,Pred_B,Pred_C,Pred_D
Gold_A,0.7622950819672131,0.13934426229508196,0.09836065573770492,0.0
Gold_B,0.15178571428571427,0.8214285714285714,0.026785714285714284,0.0
Gold_C,0.06875,0.15625,0.76875,0.00625
Gold_D,0.0,0.0,0.5,0.5
